city,state_code,total,total_user,total_p,virus,user_virus,virus_p,virus_rel_p,user_virus_p
Statesboro,GA,18372,787,23.3443456162643,29,24,1.20833333333333,0.157848900500762,3.04955527318933
Toms River,NJ,9077,786,11.5483460559796,20,14,1.42857142857143,0.220337115787154,1.78117048346056
Baldwin Park,CA,6514,784,8.30867346938776,17,14,1.21428571428571,0.26097635861222,1.78571428571429
Valdosta,GA,18043,782,23.0728900255754,23,18,1.27777777777778,0.127473258327329,2.30179028132992
Broomfield,CO,5728,781,7.33418693982074,36,20,1.8,0.628491620111732,2.56081946222791
Indio,CA,9793,781,12.539052496799,32,17,1.88235294117647,0.326764015112836,2.17669654289373
Reston,VA,9745,780,12.4935897435897,107,33,3.24242424242424,1.09799897383273,4.23076923076923
Tonawanda,NY,6641,780,8.51410256410257,35,19,1.84210526315789,0.52702906188827,2.43589743589744
South Lake Tahoe,CA,3378,778,4.34190231362468,18,13,1.38461538461538,0.532859680284192,1.67095115681234
Bellmead,TX,10430,777,13.4234234234234,77,46,1.67391304347826,0.738255033557047,5.92020592020592
Bowling Green,OH,7331,777,9.43500643500644,11,9,1.22222222222222,0.150047742463511,1.15830115830116
Weston,FL,6285,776,8.09922680412371,44,29,1.51724137931034,0.700079554494829,3.73711340206186
Webster,TX,3451,776,4.44716494845361,21,14,1.5,0.608519269776876,1.80412371134021
Southlake,TX,3690,775,4.76129032258065,11,9,1.22222222222222,0.29810298102981,1.16129032258065
Temple,TX,7055,774,9.11498708010336,37,15,2.46666666666667,0.524450744153083,1.93798449612403
High Ridge,MO,9129,774,11.7945736434109,31,12,2.58333333333333,0.339577171650783,1.55038759689923
Frederick,MD,7441,773,9.6261319534282,37,25,1.48,0.497244993952426,3.23415265200517
Berkeley,MO,2202,773,2.84864165588616,9,8,1.125,0.408719346049046,1.03492884864166
Bedford,TX,5269,772,6.82512953367876,14,11,1.27272727272727,0.265705067375213,1.42487046632124
Nashua,NH,8095,772,10.4857512953368,132,8,16.5,1.63063619518221,1.03626943005181
Sterling Heights,MI,6491,771,8.4189364461738,19,16,1.1875,0.292712987213064,2.07522697795071
Chantilly,VA,5428,769,7.05851755526658,40,23,1.73913043478261,0.736919675755343,2.99089726918075
Roanoke,VA,10206,764,13.3586387434555,40,23,1.73913043478261,0.391926317852244,3.01047120418848
Rockford,IL,10035,762,13.1692913385827,49,23,2.1304347826087,0.488290981564524,3.01837270341207
Riverview,FL,9102,762,11.9448818897638,38,19,2,0.4174906613931,2.49343832020997
Coppell,TX,4472,762,5.86876640419948,17,14,1.21428571428571,0.380143112701252,1.83727034120735
Framingham,MA,6733,761,8.84756898817346,69,19,3.63157894736842,1.02480320807961,2.49671484888305
David City,NE,11549,761,15.1760840998686,59,18,3.27777777777778,0.510866741709239,2.36530880420499
Jurupa Valley,CA,5757,761,7.56504599211564,18,17,1.05882352941176,0.312662845231892,2.23390275952694
Burlingame,CA,3875,760,5.09868421052632,48,22,2.18181818181818,1.23870967741936,2.89473684210526
Rowlett,TX,6654,758,8.77836411609499,20,18,1.11111111111111,0.300571085061617,2.37467018469657
Jersey Village,TX,5020,758,6.62269129287599,12,8,1.5,0.239043824701195,1.05540897097625
Springfield,VA,3592,758,4.73878627968338,9,6,1.5,0.250556792873051,0.79155672823219
Rockwall,TX,7378,757,9.74636723910172,41,18,2.27777777777778,0.555706153429114,2.3778071334214
Elk Grove,CA,7285,757,9.62351387054161,22,16,1.375,0.301990391214825,2.11360634081902
Chino Hills,CA,6086,757,8.03963011889036,23,13,1.76923076923077,0.377916529740388,1.71730515191546
Hurst,TX,4746,757,6.26948480845443,8,8,1,0.168563000421408,1.05680317040951
Slidell,LA,8282,754,10.9840848806366,38,18,2.11111111111111,0.458826370441922,2.38726790450928
Johnson City,TN,6915,752,9.19547872340426,88,23,3.82608695652174,1.27259580621837,3.05851063829787
Union City,GA,7775,752,10.3390957446809,12,11,1.09090909090909,0.154340836012862,1.46276595744681
Largo,MD,7896,749,10.5420560747664,54,25,2.16,0.683890577507599,3.33778371161549
Georgetown,TX,5680,749,7.58344459279039,24,8,3,0.422535211267606,1.06809078771696
Melbourne,FL,7050,747,9.43775100401606,48,24,2,0.680851063829787,3.21285140562249
Vestavia Hills,AL,5945,744,7.99059139784946,26,16,1.625,0.437342304457527,2.1505376344086
Orem,UT,7943,741,10.719298245614,30,25,1.2,0.377691048722145,3.37381916329285
Vacaville,CA,8229,739,11.1353179972936,47,26,1.80769230769231,0.571150808117633,3.51826792963464
Mooresville,NC,6952,739,9.40730717185386,35,15,2.33333333333333,0.503452243958573,2.0297699594046
Glendora,CA,4206,738,5.69918699186992,17,14,1.21428571428571,0.404184498335711,1.8970189701897
Douglasville,GA,8411,738,11.3970189701897,16,13,1.23076923076923,0.190227083581025,1.76151761517615
Harlingen,TX,8889,738,12.0447154471545,32,11,2.90909090909091,0.359995500056249,1.49051490514905
Johns Creek,GA,9914,737,13.4518317503392,66,26,2.53846153846154,0.665725237038531,3.52781546811398
Nacogdoches,TX,12022,735,16.356462585034,23,18,1.27777777777778,0.191315920811845,2.44897959183673
Paramus,NJ,3193,735,4.34421768707483,15,15,1,0.469777638584403,2.04081632653061
Vista,CA,12674,733,17.2905866302865,80,31,2.58064516129032,0.63121350796907,4.22919508867667
St Louis Park,MN,4642,733,6.33287858117326,19,13,1.46153846153846,0.40930633347695,1.77353342428377
Inniswold,LA,3932,733,5.36425648021828,12,9,1.33333333333333,0.305188199389624,1.22783083219645
Bradenton,FL,8236,731,11.2667578659371,84,23,3.65217391304348,1.01991257892181,3.14637482900137
Lynchburg,VA,9502,731,12.9986320109439,29,22,1.31818181818182,0.30519890549358,3.00957592339261
Azusa,CA,4463,730,6.11369863013699,22,17,1.29411764705882,0.492941967286579,2.32876712328767
Wichita Falls,TX,10624,729,14.5733882030178,48,22,2.18181818181818,0.451807228915663,3.01783264746228
Stockbridge,GA,5179,729,7.1042524005487,110,5,22,2.12396215485615,0.685871056241427
Claremont,CA,5179,727,7.12379642365887,22,15,1.46666666666667,0.42479243097123,2.06327372764787
Farmington Hills,MI,8973,726,12.3595041322314,49,22,2.22727272727273,0.54608269252201,3.03030303030303
Santa Fe,NM,9312,726,12.8264462809917,46,21,2.19047619047619,0.493986254295533,2.89256198347107
Arvada,CO,8894,726,12.2506887052342,55,12,4.58333333333333,0.618394423206656,1.65289256198347
Novi,MI,4992,726,6.87603305785124,16,12,1.33333333333333,0.32051282051282,1.65289256198347
Sandy,UT,6357,723,8.79253112033195,28,18,1.55555555555556,0.440459336164858,2.4896265560166
Carol City,FL,4923,723,6.80912863070539,16,12,1.33333333333333,0.325005078204347,1.6597510373444
Colton,CA,7075,721,9.8127600554785,31,19,1.63157894736842,0.438162544169611,2.63522884882108
Kirkland,WA,5422,720,7.53055555555556,117,53,2.20754716981132,2.15787532275913,7.36111111111111
Pharr,TX,6081,720,8.44583333333333,20,15,1.33333333333333,0.328893274132544,2.08333333333333
Thornton,CO,6862,720,9.53055555555556,21,14,1.5,0.306033226464588,1.94444444444444
Jacksonville Beach,FL,4613,718,6.42479108635098,15,10,1.5,0.325168003468459,1.39275766016713
Oakland,ME,6666,717,9.29707112970711,28,15,1.86666666666667,0.42004200420042,2.09205020920502
Miami Shores,FL,3149,717,4.39191073919107,14,10,1.4,0.444585582724675,1.39470013947001
Wayne,NJ,6317,716,8.82262569832402,47,26,1.80769230769231,0.744024062054773,3.63128491620112
Edina,MN,4713,716,6.58240223463687,34,17,2,0.721408869085508,2.37430167597765
Wesley Chapel,FL,4857,715,6.79300699300699,16,11,1.45454545454545,0.329421453572164,1.53846153846154
Broken Arrow,OK,8072,713,11.3211781206171,64,27,2.37037037037037,0.792864222001982,3.78681626928471
Wauwatosa,WI,5637,713,7.90603085553997,19,16,1.1875,0.337058719176867,2.24403927068724
West Valley City,UT,7589,711,10.6736990154712,26,17,1.52941176470588,0.342601133219133,2.39099859353024
Moon,PA,3868,710,5.44788732394366,16,13,1.23076923076923,0.413650465356774,1.83098591549296
Lowell,MA,11086,709,15.6361071932299,34,24,1.41666666666667,0.306693126465813,3.38504936530324
Lenexa,KS,6108,709,8.61495063469676,31,18,1.72222222222222,0.507531106745252,2.53878702397743
Oak Point,TX,6078,708,8.58474576271187,65,24,2.70833333333333,1.06943073379401,3.38983050847458
Merced,CA,8037,706,11.3838526912181,18,10,1.8,0.223964165733483,1.41643059490085
Fountain Valley,CA,3805,705,5.39716312056738,20,15,1.33333333333333,0.525624178712221,2.12765957446808
Waltham,MA,5873,704,8.34232954545455,20,14,1.42857142857143,0.340541460922867,1.98863636363636
Tucker,GA,4868,700,6.95428571428571,7,6,1.16666666666667,0.14379622021364,0.857142857142857
Newark,DE,5700,699,8.15450643776824,21,18,1.16666666666667,0.368421052631579,2.57510729613734
Huntington,WV,8832,698,12.6532951289398,28,21,1.33333333333333,0.317028985507246,3.00859598853868
Lafitte,LA,7325,696,10.5244252873563,29,17,1.70588235294118,0.395904436860068,2.44252873563218
Clinton,MI,7874,696,11.3132183908046,29,10,2.9,0.368300736601473,1.4367816091954
Conway,AR,10302,696,14.801724137931,7,6,1.16666666666667,0.067947971267715,0.862068965517241
Isla Vista,CA,11648,695,16.7597122302158,20,15,1.33333333333333,0.171703296703297,2.15827338129496
Lake Carmel,NY,10495,693,15.1443001443001,41,22,1.86363636363636,0.390662220104812,3.17460317460317
Casas Adobes,AZ,5792,692,8.36994219653179,39,21,1.85714285714286,0.673342541436464,3.03468208092486
Livermore,CA,6448,692,9.31791907514451,28,16,1.75,0.43424317617866,2.3121387283237
Huntersville,NC,5066,692,7.32080924855491,19,11,1.72727272727273,0.3750493485985,1.58959537572254
Noblesville,IN,5309,690,7.69420289855072,19,13,1.46153846153846,0.357882840459597,1.88405797101449
Skokie,IL,5249,689,7.61828737300435,61,17,3.58823529411765,1.16212611926081,2.46734397677794
Park City,UT,2745,688,3.98982558139535,14,11,1.27272727272727,0.510018214936248,1.59883720930233
The Colony,TX,3567,688,5.18459302325581,7,5,1.4,0.196243341743762,0.726744186046512
Daleville,AL,5652,687,8.22707423580786,10,7,1.42857142857143,0.176928520877565,1.01892285298399
Temple Terrace,FL,4592,686,6.69387755102041,28,20,1.4,0.609756097560976,2.91545189504373
Antioch,CA,12201,685,17.8116788321168,47,24,1.95833333333333,0.385214326694533,3.5036496350365
Oak Ridge,TN,4632,685,6.76204379562044,28,14,2,0.604490500863558,2.04379562043796
Smyrna,TN,7413,683,10.8535871156662,18,13,1.38461538461538,0.242816673411574,1.90336749633968
Youngstown,OH,9780,683,14.3191800878477,47,13,3.61538461538462,0.480572597137014,1.90336749633968
Paramount,CA,6841,680,10.0602941176471,13,7,1.85714285714286,0.190030697266482,1.02941176470588
Lancaster,SC,6069,679,8.93814432989691,19,12,1.58333333333333,0.313066403031801,1.76730486008837
Tamarac,FL,6038,679,8.89248895434463,16,10,1.6,0.264988406757204,1.47275405007364
Kearny,NJ,3368,678,4.96755162241888,32,16,2,0.950118764845606,2.3598820058997
Emeryville,CA,4679,677,6.91137370753324,25,20,1.25,0.53430220132507,2.95420974889217
San Lorenzo,CA,3994,675,5.91703703703704,28,18,1.55555555555556,0.701051577366049,2.66666666666667
Bensalem,PA,4823,672,7.17708333333333,29,15,1.93333333333333,0.601285506945884,2.23214285714286
Winter Garden,FL,4928,670,7.35522388059701,25,13,1.92307692307692,0.507305194805195,1.94029850746269
Suitland,MD,10138,669,15.1539611360239,13,10,1.3,0.128230420201223,1.49476831091181
Kailua,HI,5112,668,7.65269461077844,31,19,1.63157894736842,0.60641627543036,2.84431137724551
San Clemente,CA,4684,668,7.01197604790419,47,18,2.61111111111111,1.00341588385995,2.69461077844311
Charleston,WV,5573,668,8.34281437125749,12,12,1,0.215323883007357,1.79640718562874
Marina,CA,3192,668,4.77844311377246,27,9,3,0.845864661654135,1.34730538922156
Eastvale,CA,5501,667,8.24737631184408,12,11,1.09090909090909,0.218142155971642,1.64917541229385
Monroe,LA,11036,666,16.5705705705706,19,11,1.72727272727273,0.172163827473722,1.65165165165165
Green Bay,WI,8171,665,12.2872180451128,36,19,1.89473684210526,0.440582548035736,2.85714285714286
Vinings,GA,8868,665,13.3353383458647,25,18,1.38888888888889,0.28191249436175,2.70676691729323
Shawnee,KS,5671,665,8.52781954887218,13,11,1.18181818181818,0.229236466231705,1.65413533834586
La Habra,CA,5762,665,8.66466165413534,18,10,1.8,0.312391530718501,1.50375939849624
Cleveland Heights,OH,6063,663,9.1447963800905,34,22,1.54545454545455,0.560778492495464,3.31825037707391
Lake Forest,IL,5007,663,7.55203619909502,29,16,1.8125,0.579189135210705,2.4132730015083
Homewood,AL,4649,663,7.01206636500754,23,11,2.09090909090909,0.494730049473005,1.65912518853695
Piscataway,NJ,5291,661,8.00453857791225,23,15,1.53333333333333,0.434700434700435,2.26928895612708
La Mirada,CA,5594,661,8.46293494704992,10,10,1,0.178762960314623,1.51285930408472
Lahaina,HI,7154,660,10.8393939393939,23,19,1.21052631578947,0.321498462398658,2.87878787878788
McDonough,GA,6065,660,9.18939393939394,17,11,1.54545454545455,0.280296784830997,1.66666666666667
Beavercreek,OH,5814,657,8.84931506849315,36,13,2.76923076923077,0.619195046439629,1.97869101978691
Stephenville,TX,7354,657,11.193302891933,6,6,1,0.081588251291814,0.91324200913242
Moore,OK,6848,656,10.4390243902439,23,15,1.53333333333333,0.335864485981308,2.28658536585366
West Hartford,CT,5595,654,8.55504587155963,33,24,1.375,0.589812332439678,3.6697247706422
San Bruno,CA,4178,654,6.38837920489297,29,23,1.26086956521739,0.694112015318334,3.51681957186544
Harvey,LA,8410,652,12.898773006135,30,12,2.5,0.356718192627824,1.84049079754601
Henrietta,NY,5064,649,7.80277349768875,28,20,1.4,0.552922590837283,3.08166409861325
Frankfort,KY,7567,649,11.6594761171032,33,19,1.73684210526316,0.436104136381657,2.92758089368259
Terre Haute,IN,7413,649,11.42218798151,27,13,2.07692307692308,0.364225010117361,2.00308166409861
Big Bear Lake,CA,1984,649,3.05701078582435,1,1,1,0.0504032258064516,0.154083204930663
University Park,TX,3967,648,6.12191358024691,20,15,1.33333333333333,0.504159314343332,2.31481481481481
Hammond,IN,5950,648,9.1820987654321,30,12,2.5,0.504201680672269,1.85185185185185
Bolingbrook,IL,6276,648,9.68518518518519,18,11,1.63636363636364,0.286806883365201,1.69753086419753
Breckenridge,CO,2555,648,3.9429012345679,23,9,2.55555555555556,0.900195694716243,1.38888888888889
Corvallis,OR,10606,647,16.3925811437403,53,30,1.76666666666667,0.499717141240807,4.63678516228748
Mason,OH,3992,647,6.17001545595054,28,18,1.55555555555556,0.701402805611223,2.78207109737249
Fort Mill,SC,4860,646,7.52321981424149,20,14,1.42857142857143,0.411522633744856,2.1671826625387
Misquamicut,RI,5909,646,9.14705882352941,29,14,2.07142857142857,0.490776781181249,2.1671826625387
Fairfield,CT,3896,645,6.04031007751938,24,15,1.6,0.616016427104723,2.32558139534884
St Matthews,KY,3462,645,5.36744186046512,18,10,1.8,0.519930675909879,1.55038759689923
Kyle,TX,4173,645,6.46976744186047,11,8,1.375,0.26359932901989,1.24031007751938
Hackensack,NJ,6708,644,10.416149068323,41,31,1.32258064516129,0.611210494931425,4.81366459627329
Plant City,FL,3982,643,6.19284603421462,23,16,1.4375,0.577599196383727,2.48833592534992
Ruston,LA,12269,643,19.0808709175739,14,12,1.16666666666667,0.114108729317793,1.86625194401244
Ankeny,IA,5990,643,9.31570762052877,13,11,1.18181818181818,0.217028380634391,1.71073094867807
Harrisonburg,VA,7818,642,12.1775700934579,24,14,1.71428571428571,0.306983883346124,2.18068535825545
Meridian,ID,6542,639,10.2378716744914,43,23,1.8695652173913,0.657291348211556,3.59937402190923
Tracy,CA,5283,639,8.26760563380282,21,16,1.3125,0.397501419647927,2.50391236306729
Union City,CA,5535,638,8.67554858934169,56,21,2.66666666666667,1.01174345076784,3.29153605015674
Biloxi,MS,4038,638,6.32915360501567,7,7,1,0.173353145121347,1.09717868338558
McLean,VA,4334,637,6.80376766091052,36,22,1.63636363636364,0.830641439778496,3.45368916797488
Cranston,RI,7326,637,11.5007849293564,26,17,1.52941176470588,0.354900354900355,2.66875981161695
Eagan,MN,5097,637,8.00156985871272,65,13,5,1.27525995683736,2.04081632653061
Hills and Dales,KY,4380,637,6.87598116169545,14,12,1.16666666666667,0.319634703196347,1.88383045525903
Eden Prairie,MN,6082,636,9.56289308176101,31,22,1.40909090909091,0.509700756330155,3.45911949685535
Campbell,CA,4004,636,6.29559748427673,27,18,1.5,0.674325674325674,2.83018867924528
Germantown,MD,9518,635,14.9889763779528,65,29,2.24137931034483,0.682916579113259,4.56692913385827
North Druid Hills,GA,4173,635,6.57165354330709,18,13,1.38461538461538,0.431344356578001,2.04724409448819
Duluth,WA,8062,634,12.7160883280757,44,24,1.83333333333333,0.545770280327462,3.78548895899054
Turlock,CA,7234,631,11.4643423137876,40,20,2,0.552944429084877,3.16957210776545
Folsom,CA,4895,630,7.76984126984127,31,26,1.19230769230769,0.633299284984678,4.12698412698413
Parma,OH,5612,630,8.90793650793651,24,19,1.26315789473684,0.427655024946543,3.01587301587302
Dublin,IN,4822,629,7.66613672496025,16,12,1.33333333333333,0.331812525922854,1.90779014308426
Diamond Beach,NJ,3763,629,5.98251192368839,21,10,2.1,0.558065373372309,1.58982511923688
Waxahachie,TX,3919,629,6.23052464228935,8,5,1.6,0.204133707578464,0.794912559618442
North Little Rock,AR,4818,627,7.68421052631579,15,6,2.5,0.311332503113325,0.956937799043062
Weehawken,NJ,2852,626,4.55591054313099,38,14,2.71428571428571,1.33239831697055,2.23642172523962
Haines City,FL,2117,625,3.3872,10,7,1.42857142857143,0.472366556447803,1.12
Bossier City,LA,5476,625,8.7616,6,6,1,0.109569028487947,0.96
Urbana,IL,5842,623,9.37720706260032,28,19,1.47368421052632,0.479287915097569,3.04975922953451
Weslaco,TX,5615,623,9.01284109149278,10,8,1.25,0.178094390026714,1.28410914927769
Arlington Heights,IL,4056,622,6.52090032154341,36,21,1.71428571428571,0.887573964497041,3.37620578778135
Union City,NJ,5027,622,8.08199356913183,37,19,1.94736842105263,0.736025462502487,3.05466237942122
Miami Springs,FL,6522,622,10.4855305466238,15,12,1.25,0.229990800367985,1.92926045016077
Highlands,NJ,6899,620,11.1274193548387,152,20,7.6,2.20321785766053,3.2258064516129
Dandridge,TN,8014,619,12.9466882067851,35,22,1.59090909090909,0.436735712503119,3.55411954765751
Country Club,FL,5355,618,8.66504854368932,20,18,1.11111111111111,0.373482726423903,2.9126213592233
Elgin,IL,5947,618,9.62297734627832,129,10,12.9,2.16916092147301,1.61812297734628
Oak Brook,IL,7251,616,11.7711038961039,57,12,4.75,0.786098469176665,1.94805194805195
Mentor,OH,4885,615,7.94308943089431,16,15,1.06666666666667,0.327533265097236,2.4390243902439
Norcross,GA,3739,615,6.07967479674797,8,7,1.14285714285714,0.213960952126237,1.13821138211382
Greenwood Village,CO,3825,612,6.25,36,17,2.11764705882353,0.941176470588235,2.77777777777778
Warner Robins,GA,11166,612,18.2450980392157,20,15,1.33333333333333,0.179115171054988,2.45098039215686
Trenton,NJ,5553,612,9.07352941176471,16,14,1.14285714285714,0.288132540968846,2.2875816993464
St Peters,MO,4806,611,7.8657937806874,55,14,3.92857142857143,1.14440282979609,2.29132569558101
Channelview,TX,4720,611,7.72504091653028,11,11,1,0.233050847457627,1.80032733224223
Norland,FL,3299,611,5.39934533551555,3,3,1,0.09093664746893,0.490998363338789
Ellicott City,MD,4896,610,8.02622950819672,68,16,4.25,1.38888888888889,2.62295081967213
Rancho Cordova,CA,4855,610,7.95901639344262,33,14,2.35714285714286,0.679711637487127,2.29508196721311
Greer,SC,4924,608,8.09868421052632,20,13,1.53846153846154,0.406173842404549,2.13815789473684
St Augustine,FL,3205,608,5.27138157894737,6,5,1.2,0.187207488299532,0.822368421052632
Fredericksburg,VA,4858,607,8.00329489291598,12,8,1.5,0.247015232606011,1.31795716639209
Keller,TX,3460,605,5.71900826446281,14,9,1.55555555555556,0.404624277456647,1.48760330578512
St George,UT,5732,604,9.49006622516556,51,16,3.1875,0.889741800418702,2.64900662251656
Stanford,CA,3655,603,6.06135986733002,22,21,1.04761904761905,0.601915184678523,3.48258706467662
Camden,NJ,8015,601,13.3361064891847,11,10,1.1,0.137242669993762,1.66389351081531
Lake Wildwood,CA,5035,600,8.39166666666667,39,16,2.4375,0.774577954319762,2.66666666666667
Pinellas Park,FL,4771,598,7.97826086956522,35,19,1.84210526315789,0.733598826241878,3.17725752508361
Downers Grove,IL,3435,598,5.74414715719064,11,7,1.57142857142857,0.320232896652111,1.17056856187291
Jonesboro,AR,8333,597,13.9581239530988,40,17,2.35294117647059,0.480019200768031,2.84757118927973
Kendale Lakes,FL,4165,597,6.97654941373534,38,16,2.375,0.912364945978391,2.68006700167504
Miami,AZ,2886,597,4.83417085427136,28,12,2.33333333333333,0.97020097020097,2.01005025125628
Greenbelt,MD,5336,596,8.95302013422819,28,12,2.33333333333333,0.524737631184408,2.01342281879195
Linden,NJ,5110,595,8.58823529411765,25,17,1.47058823529412,0.489236790606654,2.85714285714286
Florence,KY,3719,594,6.26094276094276,17,14,1.21428571428571,0.457112126915838,2.35690235690236
Florence,SC,11187,594,18.8333333333333,138,12,11.5,1.23357468490212,2.02020202020202
Pflugerville,TX,5237,594,8.81649831649832,23,11,2.09090909090909,0.439182738208898,1.85185185185185
Latham,NY,4555,593,7.68128161888702,34,16,2.125,0.746432491767289,2.69814502529511
Sunny Isles Beach,FL,3464,593,5.84148397976391,26,13,2,0.750577367205543,2.19224283305228
Desert Hills,AZ,6969,593,11.752107925801,35,11,3.18181818181818,0.502224135457024,1.85497470489039
Tigard,OR,6357,592,10.7381756756757,46,30,1.53333333333333,0.723611766556552,5.06756756756757
Cathedral City,CA,5149,591,8.71235194585448,13,11,1.18181818181818,0.252476208972616,1.86125211505922
Mount Vernon,NY,7608,590,12.8949152542373,36,19,1.89473684210526,0.473186119873817,3.22033898305085
Milford,DE,5302,589,9.00169779286927,54,15,3.6,1.0184835910977,2.54668930390492
Dover,DE,9437,589,16.0220713073005,29,12,2.41666666666667,0.307301049062202,2.03735144312394
Leawood,KS,4624,588,7.86394557823129,32,10,3.2,0.69204152249135,1.70068027210884
Bentonville,AR,3541,588,6.02210884353742,8,8,1,0.225924879977408,1.36054421768707
Concord,NH,4797,587,8.17206132879046,27,18,1.5,0.562851782363978,3.0664395229983
La Quinta,CA,5203,587,8.86371379897785,23,16,1.4375,0.442052661925812,2.72572402044293
West Chester,OH,5348,587,9.11073253833049,11,9,1.22222222222222,0.205684367988033,1.53321976149915
Montclair,CA,4088,586,6.97610921501707,25,16,1.5625,0.611545988258317,2.73037542662116
Cedar Falls,IA,5185,586,8.8481228668942,17,11,1.54545454545455,0.327868852459016,1.87713310580205
Auburn Hills,MI,4135,583,7.0926243567753,11,10,1.1,0.26602176541717,1.71526586620926
Chesterfield,MO,3793,582,6.51718213058419,22,16,1.375,0.580015818613235,2.74914089347079
Salem,MA,8924,581,15.3597246127367,39,22,1.77272727272727,0.437023756163156,3.78657487091222
Fairfax,VA,3973,581,6.8382099827883,29,16,1.8125,0.72992700729927,2.75387263339071
Montclair,NJ,4456,581,7.66953528399312,17,13,1.30769230769231,0.381508078994614,2.23752151462995
Annandale,VA,4021,580,6.93275862068966,35,25,1.4,0.870430241233524,4.31034482758621
Schertz,TX,3309,580,5.7051724137931,13,9,1.44444444444444,0.392867935932306,1.55172413793103
San Rafael,CA,4187,579,7.2314335060449,38,21,1.80952380952381,0.907571053260091,3.62694300518135
Golden Glades,FL,3691,578,6.38581314878893,12,9,1.33333333333333,0.325115144947169,1.55709342560554
Mount Pleasant,MI,6864,577,11.896013864818,13,12,1.08333333333333,0.189393939393939,2.07972270363951
Hesperia,CA,7243,577,12.5528596187175,15,11,1.36363636363636,0.207096506972249,1.90641247833622
San Diego,TX,3135,577,5.43327556325823,17,7,2.42857142857143,0.542264752791069,1.21317157712305
Druid Hills,GA,3931,575,6.83652173913043,47,36,1.30555555555556,1.19562452302213,6.26086956521739
Lamar Heights,MO,5366,575,9.33217391304348,27,22,1.22727272727273,0.50316809541558,3.82608695652174
Gulfport,MS,7180,575,12.4869565217391,19,16,1.1875,0.264623955431755,2.78260869565217
Boone,NC,5293,575,9.20521739130435,14,14,1,0.264500283393161,2.43478260869565
Owings Mills,MD,6115,575,10.6347826086957,26,11,2.36363636363636,0.425183973834832,1.91304347826087
Ridgeland,MS,4506,575,7.83652173913043,7,7,1,0.155348424323125,1.21739130434783
Rochester Hills,MI,3861,574,6.72648083623693,18,10,1.8,0.466200466200466,1.74216027874564
Draper,UT,6007,573,10.4834205933682,50,18,2.77777777777778,0.83236224404861,3.1413612565445
Kendall West,FL,4785,573,8.35078534031414,34,16,2.125,0.71055381400209,2.79232111692845
Radnor Township,PA,4155,573,7.25130890052356,19,12,1.58333333333333,0.457280385078219,2.09424083769633
Jackson,TN,6346,573,11.0750436300175,17,10,1.7,0.267885282067444,1.74520069808028
Gresham,OR,5856,572,10.2377622377622,47,25,1.88,0.8025956284153,4.37062937062937
Monrovia,CA,4307,572,7.52972027972028,19,15,1.26666666666667,0.441142326445322,2.62237762237762
Yuma,AZ,6662,572,11.6468531468531,65,14,4.64285714285714,0.975682978084659,2.44755244755245
Lauderhill,FL,5781,572,10.1066433566434,19,13,1.46153846153846,0.328662861096696,2.27272727272727
Wake Forest,NC,4025,572,7.03671328671329,15,12,1.25,0.372670807453416,2.0979020979021
Lexington,SC,4886,571,8.5569176882662,17,11,1.54545454545455,0.347932869422841,1.92644483362522
Conyers,GA,4185,570,7.3421052631579,9,8,1.125,0.21505376344086,1.40350877192982
Gahanna,OH,4751,570,8.33508771929825,9,6,1.5,0.189433803409808,1.05263157894737
East Rockingham,NC,2405,570,4.21929824561404,5,5,1,0.207900207900208,0.87719298245614
West Sacramento,CA,4308,569,7.57117750439367,39,22,1.77272727272727,0.905292479108635,3.86643233743409
Rosemead,CA,3156,569,5.54657293497364,46,8,5.75,1.4575411913815,1.40597539543058
Belle Chasse,LA,1715,569,3.01405975395431,8,6,1.33333333333333,0.466472303206997,1.05448154657294
Plymouth,MN,4254,568,7.48943661971831,29,19,1.52631578947368,0.681711330512459,3.34507042253521
Murray,UT,3678,568,6.47535211267606,27,18,1.5,0.734094616639478,3.16901408450704
Ashburn,VA,6127,568,10.7869718309859,26,16,1.625,0.424351232250694,2.8169014084507
Port Orange,FL,7222,568,12.7147887323944,19,13,1.46153846153846,0.263085018000554,2.2887323943662
Hermosa Beach,CA,3666,567,6.46560846560847,24,14,1.71428571428571,0.654664484451719,2.46913580246914
Woburn,MA,3423,567,6.03703703703704,12,11,1.09090909090909,0.35056967572305,1.94003527336861
Pullman,WA,5950,566,10.5123674911661,39,28,1.39285714285714,0.65546218487395,4.9469964664311
Clemson,SC,4838,565,8.56283185840708,17,12,1.41666666666667,0.351384869780901,2.12389380530973
Lynnwood,WA,3022,563,5.36767317939609,22,19,1.15789473684211,0.727994705493051,3.37477797513321
Morrisville,NC,4455,563,7.91296625222025,20,16,1.25,0.448933782267116,2.84191829484902
Ogdensburg,NY,6349,563,11.2770870337478,15,11,1.36363636363636,0.236257678374547,1.9538188277087
Lancaster,WI,5082,563,9.02664298401421,11,10,1.1,0.216450216450216,1.77619893428064
Oxon Hill,MD,8095,563,14.3783303730018,14,7,2,0.172946263125386,1.24333925399645
Gastonia,NC,5460,563,9.69804618117229,8,5,1.6,0.146520146520147,0.88809946714032
Menifee,CA,5453,562,9.70284697508897,18,14,1.28571428571429,0.330093526499175,2.49110320284697
Panthersville,GA,4104,562,7.30249110320285,4,4,1,0.0974658869395712,0.711743772241993
